g_id,src,dst,label
enzyme_494,9,10,5
enzyme_494,22,11,5
enzyme_494,11,12,5
enzyme_494,21,13,5
enzyme_494,13,14,5
enzyme_494,14,26,5
enzyme_494,26,27,5
enzyme_494,27,28,5
enzyme_494,28,31,5
enzyme_494,15,30,5
enzyme_269,1,2,3
enzyme_269,12,11,3
enzyme_269,18,17,3
enzyme_269,25,33,3
enzyme_269,30,31,3
enzyme_269,34,24,3
enzyme_269,1,24,3
enzyme_269,2,3,3
enzyme_269,3,5,3
enzyme_269,5,7,3
enzyme_269,9,7,3
enzyme_269,10,9,3
enzyme_269,12,13,3
enzyme_269,14,16,3
enzyme_269,17,15,3
enzyme_269,19,21,3
enzyme_269,23,21,3
enzyme_269,27,25,3
enzyme_269,28,6,3
enzyme_269,29,30,3
enzyme_269,31,12,3
enzyme_269,32,34,3
enzyme_269,33,26,3
enzyme_269,1,32,3
enzyme_269,2,4,3
enzyme_269,3,6,3
enzyme_269,4,6,3
enzyme_269,6,8,3
enzyme_269,9,6,3
enzyme_269,10,8,3
enzyme_269,11,9,3
enzyme_269,12,10,3
enzyme_269,13,15,3
enzyme_269,17,14,3
enzyme_269,18,16,3
enzyme_269,19,22,3
enzyme_269,20,22,3
enzyme_269,23,20,3
enzyme_269,24,25,3
enzyme_269,27,33,3
enzyme_269,28,5,3
enzyme_269,29,6,3
enzyme_269,30,28,3
enzyme_269,32,25,3
enzyme_269,33,24,3
enzyme_269,34,25,3
enzyme_269,32,2,3
enzyme_269,2,33,3
enzyme_269,25,26,3
enzyme_269,26,27,3
enzyme_269,27,3,3
enzyme_269,3,4,3
enzyme_269,4,5,3
enzyme_269,5,6,3
enzyme_269,6,7,3
enzyme_269,7,8,3
enzyme_269,8,9,3
enzyme_269,9,28,3
enzyme_269,28,29,3
enzyme_269,29,10,3
enzyme_269,10,11,3
enzyme_269,11,30,3
enzyme_269,30,12,3
enzyme_269,31,13,3
enzyme_269,13,14,3
enzyme_269,14,15,3
enzyme_269,15,16,3
enzyme_269,16,17,3
enzyme_269,18,19,3
enzyme_269,19,20,3
enzyme_269,20,21,3
enzyme_269,21,22,3
enzyme_269,22,23,3
enzyme_470,1,2,5
enzyme_470,12,8,5
enzyme_470,1,12,5
enzyme_470,2,3,5
enzyme_470,5,6,5
enzyme_470,6,11,5
enzyme_470,8,11,5
enzyme_470,9,6,5
enzyme_470,10,11,5
enzyme_470,12,7,5
enzyme_470,1,3,5
enzyme_470,2,4,5
enzyme_470,3,12,5
enzyme_470,5,10,5
enzyme_470,7,6,5
enzyme_470,9,10,5
enzyme_470,12,4,5
enzyme_470,2,12,5
enzyme_470,3,4,5
enzyme_470,4,8,5
enzyme_470,8,7,5
enzyme_470,7,11,5
enzyme_470,6,10,5
enzyme_470,9,5,5
enzyme_563,6,8,6
enzyme_563,7,21,6
enzyme_563,9,8,6
enzyme_563,48,22,6
enzyme_563,3,5,6
enzyme_563,6,5,6
enzyme_563,7,34,6
enzyme_563,9,6,6
enzyme_563,35,48,6
enzyme_563,1,21,6
enzyme_563,3,9,6
enzyme_563,4,2,6
enzyme_563,14,22,6
enzyme_563,15,18,6
enzyme_563,16,19,6
enzyme_563,17,13,6
enzyme_563,20,16,6
enzyme_563,23,12,6
enzyme_563,24,13,6
enzyme_563,25,10,6
enzyme_563,26,11,6
enzyme_563,27,22,6
enzyme_563,28,18,6
enzyme_563,29,19,6
enzyme_563,30,13,6
enzyme_563,31,15,6
enzyme_563,32,16,6
enzyme_563,33,16,6
enzyme_563,34,22,6
enzyme_563,35,14,6
enzyme_563,36,12,6
enzyme_563,37,13,6
enzyme_563,38,10,6
enzyme_563,39,11,6
enzyme_563,40,22,6
enzyme_563,41,18,6
enzyme_563,42,19,6
enzyme_563,43,13,6
enzyme_563,44,15,6
enzyme_563,45,16,6
enzyme_563,46,16,6
enzyme_563,47,22,6
enzyme_563,48,14,6
enzyme_563,10,12,6
enzyme_563,12,11,6
enzyme_563,11,13,6
enzyme_563,17,21,6
enzyme_563,21,22,6
enzyme_563,14,18,6
enzyme_563,15,19,6
enzyme_563,20,2,6
enzyme_563,2,3,6
enzyme_563,23,25,6
enzyme_563,25,24,6
enzyme_563,24,26,6
enzyme_563,26,30,6
enzyme_563,30,4,6
enzyme_563,4,34,6
enzyme_563,34,35,6
enzyme_563,35,27,6
enzyme_563,27,31,6
enzyme_563,31,28,6
enzyme_563,28,32,6
enzyme_563,32,29,6
enzyme_563,29,33,6
enzyme_563,33,5,6
enzyme_563,36,38,6
enzyme_563,38,37,6
enzyme_563,37,39,6
enzyme_563,39,43,6
enzyme_563,43,7,6
enzyme_563,7,47,6
enzyme_563,47,48,6
enzyme_563,48,40,6
enzyme_563,40,44,6
enzyme_563,44,41,6
enzyme_563,41,45,6
enzyme_563,45,42,6
enzyme_563,42,46,6
enzyme_563,46,8,6
enzyme_437,1,4,5
enzyme_437,2,1,5
enzyme_437,8,14,5
enzyme_437,1,10,5
enzyme_437,2,4,5
enzyme_437,9,4,5
enzyme_437,10,3,5
enzyme_437,11,6,5
enzyme_437,12,5,5
enzyme_437,13,8,5
enzyme_437,14,7,5
enzyme_437,1,3,5
enzyme_437,2,10,5
enzyme_437,3,4,5
enzyme_437,4,5,5
enzyme_437,5,6,5
enzyme_437,6,7,5
enzyme_437,7,8,5
enzyme_437,9,10,5
enzyme_437,2,11,5
enzyme_437,11,12,5
enzyme_437,12,13,5
enzyme_437,13,14,5
enzyme_245,1,2,3
enzyme_245,8,7,3
enzyme_245,9,8,3
enzyme_245,10,11,3
enzyme_245,15,14,3
enzyme_245,20,21,3
enzyme_245,22,28,3
enzyme_245,25,24,3
enzyme_245,28,29,3
enzyme_245,30,31,3
enzyme_245,34,35,3
enzyme_245,38,39,3
enzyme_245,40,37,3
enzyme_245,1,3,3
enzyme_245,5,3,3
enzyme_245,6,8,3
enzyme_245,9,7,3
enzyme_245,10,28,3
enzyme_245,12,10,3
enzyme_245,13,15,3
enzyme_245,15,16,3
enzyme_245,16,18,3
enzyme_245,19,25,3
enzyme_245,21,23,3
enzyme_245,22,29,3
enzyme_245,26,20,3
enzyme_245,27,20,3
enzyme_245,28,33,3
enzyme_245,30,27,3
enzyme_245,31,32,3
enzyme_245,32,34,3
enzyme_245,33,34,3
enzyme_245,36,40,3
enzyme_245,38,40,3
enzyme_245,39,40,3
enzyme_245,1,24,3
enzyme_245,2,4,3
enzyme_245,5,2,3
enzyme_245,6,27,3
enzyme_245,9,6,3
enzyme_245,10,29,3
enzyme_245,11,22,3
enzyme_245,12,13,3
enzyme_245,14,16,3
enzyme_245,17,15,3
enzyme_245,18,15,3
enzyme_245,19,1,3
enzyme_245,22,36,3
enzyme_245,25,1,3
enzyme_245,26,23,3
enzyme_245,27,21,3
enzyme_245,28,34,3
enzyme_245,29,34,3
enzyme_245,30,23,3
enzyme_245,31,35,3
enzyme_245,32,33,3
enzyme_245,35,33,3
enzyme_245,37,39,3
enzyme_245,38,37,3
enzyme_245,19,24,3
enzyme_245,25,2,3
enzyme_245,2,3,3
enzyme_245,3,4,3
enzyme_245,4,5,3
enzyme_245,5,26,3
enzyme_245,26,21,3
enzyme_245,20,23,3
enzyme_245,23,27,3
enzyme_245,6,7,3
enzyme_245,7,30,3
enzyme_245,30,8,3
enzyme_245,8,31,3
enzyme_245,31,9,3
enzyme_245,9,32,3
enzyme_245,32,35,3
enzyme_245,33,29,3
enzyme_245,10,22,3
enzyme_245,11,12,3
enzyme_245,12,36,3
enzyme_245,36,37,3
enzyme_245,37,13,3
enzyme_245,13,14,3
enzyme_245,14,40,3
enzyme_245,40,15,3
enzyme_245,15,39,3
enzyme_245,38,16,3
enzyme_245,16,17,3
enzyme_245,17,18,3
enzyme_140,1,2,2
enzyme_140,2,3,2
enzyme_140,3,4,2
enzyme_140,6,9,2
enzyme_140,9,11,2
enzyme_140,12,13,2
enzyme_140,1,3,2
enzyme_140,4,2,2
enzyme_140,5,12,2
enzyme_140,6,11,2
enzyme_140,7,5,2
enzyme_140,10,12,2
enzyme_140,1,4,2
enzyme_140,6,10,2
enzyme_140,7,13,2
enzyme_140,8,13,2
enzyme_140,9,10,2
enzyme_140,11,12,2
enzyme_140,7,8,2
enzyme_140,8,5,2
enzyme_140,5,13,2
enzyme_140,12,2,2
enzyme_140,2,10,2
enzyme_140,10,11,2
enzyme_140,11,3,2
enzyme_140,3,9,2
enzyme_140,9,4,2
enzyme_140,4,6,2
enzyme_521,1,2,6
enzyme_521,4,3,6
enzyme_521,5,4,6
enzyme_521,6,5,6
enzyme_521,7,8,6
enzyme_521,8,9,6
enzyme_521,9,10,6
enzyme_521,11,10,6
enzyme_521,12,11,6
enzyme_521,13,12,6
enzyme_521,14,15,6
enzyme_521,18,17,6
enzyme_521,20,25,6
enzyme_521,21,22,6
enzyme_521,23,28,6
enzyme_521,26,25,6
enzyme_521,30,33,6
enzyme_521,31,30,6
enzyme_521,34,35,6
enzyme_521,1,16,6
enzyme_521,2,4,6
enzyme_521,6,7,6
enzyme_521,13,11,6
enzyme_521,14,31,6
enzyme_521,15,34,6
enzyme_521,16,18,6
enzyme_521,19,34,6
enzyme_521,20,4,6
enzyme_521,21,23,6
enzyme_521,22,23,6
enzyme_521,23,27,6
enzyme_521,24,28,6
enzyme_521,26,24,6
enzyme_521,29,30,6
enzyme_521,31,33,6
enzyme_521,32,30,6
enzyme_521,33,29,6
enzyme_521,1,17,6
enzyme_521,2,18,6
enzyme_521,3,18,6
enzyme_521,5,3,6
enzyme_521,6,4,6
enzyme_521,7,9,6
enzyme_521,8,10,6
enzyme_521,9,11,6
enzyme_521,10,12,6
enzyme_521,13,14,6
enzyme_521,15,35,6
enzyme_521,16,3,6
enzyme_521,17,3,6
enzyme_521,19,31,6
enzyme_521,20,3,6
enzyme_521,21,12,6
enzyme_521,24,23,6
enzyme_521,25,5,6
enzyme_521,26,27,6
enzyme_521,34,31,6
enzyme_521,35,31,6
enzyme_521,16,17,6
enzyme_521,2,3,6
enzyme_521,20,5,6
enzyme_521,25,6,6
enzyme_521,6,26,6
enzyme_521,26,7,6
enzyme_521,7,24,6
enzyme_521,24,27,6
enzyme_521,27,28,6
enzyme_521,28,8,6
enzyme_521,8,23,6
enzyme_521,23,9,6
enzyme_521,9,22,6
enzyme_521,22,10,6
enzyme_521,10,21,6
enzyme_521,21,11,6
enzyme_521,13,29,6
enzyme_521,29,32,6
enzyme_521,32,33,6
enzyme_521,14,19,6
enzyme_521,19,35,6
enzyme_512,1,2,6
enzyme_512,4,3,6
enzyme_512,5,6,6
enzyme_512,9,8,6
enzyme_512,12,11,6
enzyme_512,15,14,6
enzyme_512,18,17,6
enzyme_512,21,20,6
enzyme_512,22,29,6
enzyme_512,23,30,6
enzyme_512,24,25,6
enzyme_512,25,26,6
enzyme_512,27,26,6
enzyme_512,28,27,6
enzyme_512,1,3,6
enzyme_512,2,4,6
enzyme_512,5,4,6
enzyme_512,6,8,6
enzyme_512,7,9,6
enzyme_512,10,12,6
enzyme_512,13,15,6
enzyme_512,16,18,6
enzyme_512,19,18,6
enzyme_512,20,18,6
enzyme_512,21,19,6
enzyme_512,22,30,6
enzyme_512,23,29,6
enzyme_512,24,23,6
enzyme_512,25,27,6
enzyme_512,28,26,6
enzyme_512,1,4,6
enzyme_512,3,5,6
enzyme_512,5,7,6
enzyme_512,9,6,6
enzyme_512,10,9,6
enzyme_512,11,13,6
enzyme_512,12,13,6
enzyme_512,14,16,6
enzyme_512,15,16,6
enzyme_512,17,15,6
enzyme_512,19,17,6
enzyme_512,21,18,6
enzyme_512,22,4,6
enzyme_512,24,26,6
enzyme_512,28,25,6
enzyme_512,2,3,6
enzyme_512,22,5,6
enzyme_512,5,29,6
enzyme_512,29,30,6
enzyme_512,30,6,6
enzyme_512,6,7,6
enzyme_512,7,8,6
enzyme_512,9,23,6
enzyme_512,23,10,6
enzyme_512,10,11,6
enzyme_512,12,24,6
enzyme_512,24,13,6
enzyme_512,13,14,6
enzyme_512,15,25,6
enzyme_512,25,16,6
enzyme_512,16,17,6
enzyme_512,17,26,6
enzyme_512,26,18,6
enzyme_512,18,27,6
enzyme_512,27,19,6
enzyme_512,19,20,6
enzyme_512,20,28,6
enzyme_512,28,21,6
enzyme_389,1,16,4
enzyme_389,2,18,4
enzyme_389,5,4,4
enzyme_389,8,7,4
enzyme_389,15,14,4
enzyme_389,18,17,4
enzyme_389,19,20,4
enzyme_389,21,23,4
enzyme_389,26,27,4
enzyme_389,28,1,4
enzyme_389,1,17,4
enzyme_389,3,19,4
enzyme_389,6,8,4
enzyme_389,9,8,4
enzyme_389,10,12,4
enzyme_389,13,15,4
enzyme_389,18,16,4
enzyme_389,20,3,4
enzyme_389,21,24,4
enzyme_389,22,24,4
enzyme_389,26,25,4
enzyme_389,27,22,4
enzyme_389,28,16,4
enzyme_389,1,18,4
enzyme_389,2,17,4
enzyme_389,5,21,4
enzyme_389,6,5,4
enzyme_389,7,9,4
enzyme_389,11,13,4
enzyme_389,12,14,4
enzyme_389,15,12,4
enzyme_389,19,4,4
enzyme_389,20,18,4
enzyme_389,21,22,4
enzyme_389,23,22,4
enzyme_389,24,25,4
enzyme_389,26,22,4
enzyme_389,28,17,4
enzyme_389,16,17,4
enzyme_389,2,20,4
enzyme_389,3,4,4
enzyme_389,4,21,4
enzyme_389,5,23,4
enzyme_389,23,24,4
enzyme_389,22,25,4
enzyme_389,25,27,4
enzyme_389,27,6,4
enzyme_389,6,7,4
enzyme_389,7,26,4
enzyme_389,26,8,4
enzyme_389,9,10,4
enzyme_389,10,11,4
enzyme_389,11,12,4
enzyme_389,12,13,4
enzyme_389,13,14,4
enzyme_452,1,5,5
enzyme_452,3,5,5
enzyme_452,4,2,5
enzyme_452,6,7,5
enzyme_452,9,12,5
enzyme_452,20,34,5
enzyme_452,24,7,5
enzyme_452,26,9,5
enzyme_452,33,15,5
enzyme_452,1,2,5
enzyme_452,3,2,5
enzyme_452,6,10,5
enzyme_452,8,14,5
enzyme_452,10,21,5
enzyme_452,11,9,5
enzyme_452,12,23,5
enzyme_452,19,29,5
enzyme_452,22,14,5
enzyme_452,25,9,5
enzyme_452,30,20,5
enzyme_452,34,16,5
enzyme_452,3,4,5
enzyme_452,6,21,5
enzyme_452,8,18,5
enzyme_452,21,24,5
enzyme_452,22,18,5
enzyme_452,23,26,5
enzyme_452,25,12,5
enzyme_452,2,7,5
enzyme_452,7,10,5
enzyme_452,10,3,5
enzyme_452,3,13,5
enzyme_452,13,17,5
enzyme_452,17,14,5
enzyme_452,14,18,5
enzyme_452,8,11,5
enzyme_452,11,12,5
enzyme_452,9,15,5
enzyme_452,15,19,5
enzyme_452,19,16,5
enzyme_452,16,20,5
enzyme_452,4,5,5
enzyme_452,5,24,5
enzyme_452,6,27,5
enzyme_452,27,31,5
enzyme_452,31,28,5
enzyme_452,28,32,5
enzyme_452,32,22,5
enzyme_452,22,25,5
enzyme_452,25,26,5
enzyme_452,23,29,5
enzyme_452,29,33,5
enzyme_452,33,30,5
enzyme_452,30,34,5
enzyme_560,1,2,6
enzyme_560,3,2,6
enzyme_560,4,5,6
enzyme_560,6,24,6
enzyme_560,9,23,6
enzyme_560,10,18,6
enzyme_560,11,24,6
enzyme_560,19,32,6
enzyme_560,24,37,6
enzyme_560,1,3,6
enzyme_560,4,23,6
enzyme_560,6,37,6
enzyme_560,7,1,6
enzyme_560,9,36,6
enzyme_560,10,19,6
enzyme_560,11,37,6
enzyme_560,20,25,6
enzyme_560,21,33,6
enzyme_560,22,14,6
enzyme_560,26,14,6
enzyme_560,27,13,6
enzyme_560,28,16,6
enzyme_560,29,23,6
enzyme_560,30,24,6
enzyme_560,31,10,6
enzyme_560,34,33,6
enzyme_560,35,14,6
enzyme_560,36,16,6
enzyme_560,37,17,6
enzyme_560,2,12,6
enzyme_560,4,36,6
enzyme_560,5,19,6
enzyme_560,6,11,6
enzyme_560,8,2,6
enzyme_560,9,19,6
enzyme_560,12,33,6
enzyme_560,15,29,6
enzyme_560,19,18,6
enzyme_560,21,20,6
enzyme_560,22,27,6
enzyme_560,31,17,6
enzyme_560,32,18,6
enzyme_560,34,20,6
enzyme_560,35,27,6
enzyme_560,3,12,6
enzyme_560,12,20,6
enzyme_560,21,13,6
enzyme_560,13,14,6
enzyme_560,22,15,6
enzyme_560,15,16,6
enzyme_560,16,23,6
enzyme_560,4,19,6
enzyme_560,5,18,6
enzyme_560,18,17,6
enzyme_560,17,24,6
enzyme_560,7,8,6
enzyme_560,8,25,6
enzyme_560,25,33,6
enzyme_560,34,26,6
enzyme_560,26,27,6
enzyme_560,35,28,6
enzyme_560,28,29,6
enzyme_560,29,36,6
enzyme_560,9,32,6
enzyme_560,32,10,6
enzyme_560,31,30,6
enzyme_560,30,37,6
enzyme_56,1,6,1
enzyme_56,4,3,1
enzyme_56,5,4,1
enzyme_56,11,16,1
enzyme_56,12,17,1
enzyme_56,13,18,1
enzyme_56,14,18,1
enzyme_56,15,11,1
enzyme_56,1,15,1
enzyme_56,2,4,1
enzyme_56,5,3,1
enzyme_56,7,3,1
enzyme_56,10,8,1
enzyme_56,12,16,1
enzyme_56,13,17,1
enzyme_56,14,13,1
enzyme_56,1,11,1
enzyme_56,2,14,1
enzyme_56,5,2,1
enzyme_56,6,11,1
enzyme_56,7,4,1
enzyme_56,8,4,1
enzyme_56,9,4,1
enzyme_56,10,4,1
enzyme_56,13,12,1
enzyme_56,14,3,1
enzyme_56,15,12,1
enzyme_56,17,16,1
enzyme_56,18,17,1
enzyme_56,11,12,1
enzyme_56,2,3,1
enzyme_56,6,15,1
enzyme_56,15,16,1
enzyme_56,18,7,1
enzyme_56,7,8,1
enzyme_56,8,9,1
enzyme_56,9,10,1
enzyme_341,1,23,4
enzyme_341,4,5,4
enzyme_341,7,6,4
enzyme_341,8,7,4
enzyme_341,21,20,4
enzyme_341,22,21,4
enzyme_341,23,22,4
enzyme_341,1,22,4
enzyme_341,2,26,4
enzyme_341,3,26,4
enzyme_341,4,3,4
enzyme_341,5,7,4
enzyme_341,8,6,4
enzyme_341,9,11,4
enzyme_341,12,14,4
enzyme_341,16,14,4
enzyme_341,17,15,4
enzyme_341,18,15,4
enzyme_341,19,21,4
enzyme_341,23,21,4
enzyme_341,25,26,4
enzyme_341,27,4,4
enzyme_341,28,4,4
enzyme_341,1,25,4
enzyme_341,2,24,4
enzyme_341,4,6,4
enzyme_341,8,5,4
enzyme_341,9,8,4
enzyme_341,10,12,4
enzyme_341,13,15,4
enzyme_341,16,13,4
enzyme_341,17,14,4
enzyme_341,18,16,4
enzyme_341,19,22,4
enzyme_341,20,22,4
enzyme_341,24,3,4
enzyme_341,27,3,4
enzyme_341,19,20,4
enzyme_341,23,25,4
enzyme_341,25,24,4
enzyme_341,24,26,4
enzyme_341,2,3,4
enzyme_341,27,28,4
enzyme_341,28,5,4
enzyme_341,5,6,4
enzyme_341,9,10,4
enzyme_341,10,11,4
enzyme_341,11,12,4
enzyme_341,12,13,4
enzyme_341,13,14,4
enzyme_341,14,15,4
enzyme_341,15,16,4
enzyme_341,16,17,4
enzyme_341,17,18,4
enzyme_410,1,2,5
enzyme_410,7,6,5
enzyme_410,8,7,5
enzyme_410,9,10,5
enzyme_410,13,12,5
enzyme_410,16,22,5
enzyme_410,18,19,5
enzyme_410,23,16,5
enzyme_410,25,14,5
enzyme_410,1,3,5
enzyme_410,8,24,5
enzyme_410,9,11,5
enzyme_410,10,12,5
enzyme_410,13,11,5
enzyme_410,15,16,5
enzyme_410,17,18,5
enzyme_410,19,17,5
enzyme_410,20,25,5
enzyme_410,21,16,5
enzyme_410,22,23,5
enzyme_410,24,27,5
enzyme_410,26,14,5
enzyme_410,27,23,5
enzyme_410,1,4,5
enzyme_410,2,4,5
enzyme_410,3,5,5
enzyme_410,4,6,5
enzyme_410,7,5,5
enzyme_410,8,17,5
enzyme_410,9,12,5
enzyme_410,10,13,5
enzyme_410,15,22,5
enzyme_410,16,28,5
enzyme_410,18,24,5
enzyme_410,19,24,5
enzyme_410,20,26,5
enzyme_410,21,22,5
enzyme_410,22,28,5
enzyme_410,24,28,5
enzyme_410,27,16,5
enzyme_410,2,3,5
enzyme_410,3,4,5
enzyme_410,4,5,5
enzyme_410,5,6,5
enzyme_410,6,19,5
enzyme_410,18,7,5
enzyme_410,7,17,5
enzyme_410,17,24,5
enzyme_410,8,27,5
enzyme_410,27,28,5
enzyme_410,28,23,5
enzyme_410,16,9,5
enzyme_410,9,15,5
enzyme_410,15,21,5
enzyme_410,21,10,5
enzyme_410,10,11,5
enzyme_410,11,12,5
enzyme_410,12,26,5
enzyme_410,26,25,5
enzyme_410,25,13,5
enzyme_410,13,14,5
enzyme_410,14,20,5
enzyme_296,4,3,3
enzyme_296,5,30,3
enzyme_296,6,24,3
enzyme_296,9,22,3
enzyme_296,16,3,3
enzyme_296,21,10,3
enzyme_296,49,75,3
enzyme_296,93,42,3
enzyme_296,126,49,3
enzyme_296,4,15,3
enzyme_296,5,56,3
enzyme_296,12,24,3
enzyme_296,18,24,3
enzyme_296,50,25,3
enzyme_296,68,93,3
enzyme_296,75,100,3
enzyme_296,101,25,3
enzyme_296,126,75,3
enzyme_296,5,81,3
enzyme_296,93,119,3
enzyme_296,100,126,3
enzyme_296,101,51,3
enzyme_296,25,34,3
enzyme_296,34,35,3
enzyme_296,35,36,3
enzyme_296,36,41,3
enzyme_296,41,38,3
enzyme_296,38,44,3
enzyme_296,44,45,3
enzyme_296,45,39,3
enzyme_296,39,43,3
enzyme_296,43,37,3
enzyme_296,37,2,3
enzyme_296,2,33,3
enzyme_296,33,3,3
enzyme_296,4,42,3
enzyme_296,42,46,3
enzyme_296,46,40,3
enzyme_296,40,31,3
enzyme_296,31,30,3
enzyme_296,5,29,3
enzyme_296,29,27,3
enzyme_296,27,48,3
enzyme_296,48,47,3
enzyme_296,47,26,3
enzyme_296,26,49,3
enzyme_296,49,28,3
enzyme_296,28,6,3
enzyme_296,6,32,3
enzyme_296,50,51,3
enzyme_296,51,60,3
enzyme_296,60,61,3
enzyme_296,61,7,3
enzyme_296,7,62,3
enzyme_296,62,67,3
enzyme_296,67,64,3
enzyme_296,64,70,3
enzyme_296,70,71,3
enzyme_296,71,65,3
enzyme_296,65,69,3
enzyme_296,69,63,3
enzyme_296,63,8,3
enzyme_296,8,59,3
enzyme_296,59,9,3
enzyme_296,9,10,3
enzyme_296,10,68,3
enzyme_296,68,72,3
enzyme_296,72,66,3
enzyme_296,66,57,3
enzyme_296,57,56,3
enzyme_296,56,11,3
enzyme_296,11,55,3
enzyme_296,55,53,3
enzyme_296,53,74,3
enzyme_296,74,73,3
enzyme_296,73,52,3
enzyme_296,52,75,3
enzyme_296,75,54,3
enzyme_296,54,12,3
enzyme_296,12,58,3
enzyme_296,76,85,3
enzyme_296,85,86,3
enzyme_296,86,13,3
enzyme_296,13,87,3
enzyme_296,87,92,3
enzyme_296,92,89,3
enzyme_296,89,95,3
enzyme_296,95,96,3
enzyme_296,96,90,3
enzyme_296,90,94,3
enzyme_296,94,88,3
enzyme_296,88,14,3
enzyme_296,14,84,3
enzyme_296,84,15,3
enzyme_296,15,16,3
enzyme_296,16,93,3
enzyme_296,93,97,3
enzyme_296,97,91,3
enzyme_296,91,82,3
enzyme_296,82,81,3
enzyme_296,81,17,3
enzyme_296,17,80,3
enzyme_296,80,78,3
enzyme_296,78,99,3
enzyme_296,99,98,3
enzyme_296,98,77,3
enzyme_296,77,100,3
enzyme_296,100,79,3
enzyme_296,79,18,3
enzyme_296,18,83,3
enzyme_296,101,102,3
enzyme_296,102,111,3
enzyme_296,111,112,3
enzyme_296,112,19,3
enzyme_296,19,113,3
enzyme_296,113,118,3
enzyme_296,118,115,3
enzyme_296,115,121,3
enzyme_296,121,122,3
enzyme_296,122,116,3
enzyme_296,116,120,3
enzyme_296,120,114,3
enzyme_296,114,20,3
enzyme_296,20,110,3
enzyme_296,110,21,3
enzyme_296,21,22,3
enzyme_296,22,119,3
enzyme_296,119,123,3
enzyme_296,123,117,3
enzyme_296,117,108,3
enzyme_296,108,107,3
enzyme_296,107,23,3
enzyme_296,23,106,3
enzyme_296,106,104,3
enzyme_296,104,125,3
enzyme_296,125,124,3
enzyme_296,124,103,3
enzyme_296,103,126,3
enzyme_296,126,105,3
enzyme_296,105,24,3
enzyme_296,24,109,3
enzyme_548,1,2,6
enzyme_548,5,19,6
enzyme_548,6,10,6
enzyme_548,7,20,6
enzyme_548,10,23,6
enzyme_548,11,15,6
enzyme_548,12,11,6
enzyme_548,14,16,6
enzyme_548,15,25,6
enzyme_548,20,22,6
enzyme_548,24,20,6
enzyme_548,1,8,6
enzyme_548,3,18,6
enzyme_548,5,21,6
enzyme_548,6,5,6
enzyme_548,7,22,6
enzyme_548,9,13,6
enzyme_548,12,14,6
enzyme_548,13,14,6
enzyme_548,16,13,6
enzyme_548,17,14,6
enzyme_548,18,4,6
enzyme_548,21,4,6
enzyme_548,24,7,6
enzyme_548,1,25,6
enzyme_548,2,25,6
enzyme_548,3,19,6
enzyme_548,7,23,6
enzyme_548,8,15,6
enzyme_548,9,17,6
enzyme_548,10,5,6
enzyme_548,11,25,6
enzyme_548,16,17,6
enzyme_548,20,23,6
enzyme_548,24,22,6
enzyme_548,2,8,6
enzyme_548,8,25,6
enzyme_548,12,16,6
enzyme_548,13,17,6
enzyme_548,9,18,6
enzyme_548,3,4,6
enzyme_548,4,19,6
enzyme_548,19,21,6
enzyme_548,6,23,6
enzyme_548,23,22,6
enzyme_422,1,2,5
enzyme_422,15,7,5
enzyme_422,16,22,5
enzyme_422,17,21,5
enzyme_422,22,27,5
enzyme_422,2,3,5
enzyme_422,5,6,5
enzyme_422,7,14,5
enzyme_422,10,4,5
enzyme_422,12,13,5
enzyme_422,13,7,5
enzyme_422,15,14,5
enzyme_422,16,27,5
enzyme_422,17,26,5
enzyme_422,20,19,5
enzyme_422,22,8,5
enzyme_422,23,19,5
enzyme_422,24,18,5
enzyme_422,25,19,5
enzyme_422,1,9,5
enzyme_422,2,8,5
enzyme_422,3,11,5
enzyme_422,5,13,5
enzyme_422,6,14,5
enzyme_422,11,12,5
enzyme_422,15,13,5
enzyme_422,16,9,5
enzyme_422,17,20,5
enzyme_422,20,24,5
enzyme_422,21,20,5
enzyme_422,22,9,5
enzyme_422,25,24,5
enzyme_422,26,20,5
enzyme_422,27,9,5
enzyme_422,22,2,5
enzyme_422,2,16,5
enzyme_422,16,3,5
enzyme_422,3,4,5
enzyme_422,4,18,5
enzyme_422,18,19,5
enzyme_422,19,5,5
enzyme_422,5,20,5
enzyme_422,20,6,5
enzyme_422,6,7,5
enzyme_422,7,21,5
enzyme_422,27,8,5
enzyme_422,8,9,5
enzyme_422,9,10,5
enzyme_422,10,11,5
enzyme_422,11,23,5
enzyme_422,23,24,5
enzyme_422,24,12,5
enzyme_422,12,25,5
enzyme_422,25,13,5
enzyme_422,13,14,5
enzyme_422,14,26,5
enzyme_422,26,15,5
enzyme_599,7,23,6
enzyme_599,9,2,6
enzyme_599,10,17,6
enzyme_599,18,45,6
enzyme_599,26,11,6
enzyme_599,27,32,6
enzyme_599,28,31,6
enzyme_599,29,30,6
enzyme_599,36,29,6
enzyme_599,37,28,6
enzyme_599,38,27,6
enzyme_599,42,29,6
enzyme_599,43,28,6
enzyme_599,44,27,6
enzyme_599,49,29,6
enzyme_599,50,28,6
enzyme_599,51,27,6
enzyme_599,3,23,6
enzyme_599,4,21,6
enzyme_599,9,13,6
enzyme_599,18,46,6
enzyme_599,20,23,6
enzyme_599,26,17,6
enzyme_599,30,35,6
enzyme_599,31,34,6
enzyme_599,32,33,6
enzyme_599,39,32,6
enzyme_599,40,31,6
enzyme_599,41,30,6
enzyme_599,44,32,6
enzyme_599,45,27,6
